topic_no	topic_zeta	topic_words	interpretable?_BC	category_BC	interpretable?_JR	category_JR	interpretable?_LV	category_LV	interpretable?_phi4	category_phi4
483	-0.0007280564	[peyrol, tartane, lieutenant, réal, toulon, scevola, escampobar, rover, sans culotte, culotte]								
63	-0.000731481	[ryder, rossmore, judge rossmore, stott, bagley, judge, ryder sr, senator, sr, father]								
20	-0.0007361587	[mcgivney, guffey, watts, de voe, voe, alloi, reds, stirling, boyer, mclean]								
216	-0.0007403902	[maryon, rooke, trenby, maryon rooke, mallow, lord st, trenby hall, st, mcbain, hallemeier]								
242	-0.0007403902	[aimée, gowan, griffith, grif, macdowlas, phemie, bloomsbury place, chandos, bilberry, vagabondia]								
253	-0.0007459863	[nat, prentiss, cooper, revere, pennington, nat brewster, gage, abdallah, brewster, boston]								
489	-0.0007515825	[tristram, boucicault, wickie, captain salt, fido, gaya, tris, toutou, salt, _l heureuse_]								
222	-0.0007515825	[mayo, captain mayo, candage, marston, captain candage, captain, fogg, schooner, skipper, wass]								
315	-0.0007538656	[bayard, pepper, ridley, play, dalloway, glenister, beaumerville, struve, face, hamadryad]								
365	-0.0007571786	[thou, stafford, thy, thee, shrope, devereaux, lord shrope, lord stafford, lord, hath]								
515	-0.0007571786	[lubimoff, novoa, spadoni, casino, castro, duchess, villa, monaco, toledo, colonel]								
150	-0.0007583202	[maid, alway, mine, truly, lookt, mine arms, verity, kist, surely, afterward]								
142	-0.0007583202	[veranilda, marcian, petronilla, totila, venantius, rome, heliodora, gothic, bessas, decius]								
518	-0.0007639163	[washington, colonel washington, president, colonel, dad, _grandpère_, governor, war, confederate, army]								
560	-0.0007695125	[slept, tablets, eat tablets, diskos, gorge, eat, sleep, hours, slumber, wound thy]								
364	-0.0007751086	[arabella, christminster, alfredston, marygreen, wolverstone, levasseur, captain blood, blood, phillotson, cartlett]								
355	-0.0007807047	[aymar, laurent, la rocheterie, rocheterie, de fresne, fresne, de la rocheterie, de, de la, la]								
264	-0.0007807047	[siegmund, sea, thordis, sigurd, siegmund looked, rosamund, siegmund felt, felt, ragnild, siegmund sat]								
614	-0.0007863009	[spaniards, spain, spanish, french, juntas, talavera, troops, musa, soult, holland]								
440	-0.0007863009	[pesaro, cesare, cesena, lazzaro, biancomonte, messer, borgia, orsini, orca, cesare borgia]								
255	-0.0007863009	[callias, athens, athenian, hippocles, xenophon, socrates, spartans, alcibiades, spartan, sparta]								
298	-0.0007863009	[grizel, elspeth, corp, pym, sandys, gemmell, den, gavinia, glove, thrums]								
396	-0.0007874424	[howe, howes, aunt, ain, melviny, webster, ee, bancroft, eggs, nothin]								
290	-0.0007930386	[penhallow, rivers, aunt, mcgregor, uncle, squire, mills, grey pine, westways, grey]								
147	-0.0007986347	[visconti, scala, mastino, giannotto, graziosa, carrara, ligozzi, tomaso, este, isotta]								
342	-0.0008042309	[colburne, ravenel, colonel, orleans, captain colburne, louisiana, gazaway, whitewood, ravenels, doctor]								
100	-0.0008053724	[wogan, gaydon, oxford, misset, toole, ladyship, parson, scrope, innspruck, whittington]								
317	-0.0008154231	[mahars, sagoths, ghak, pellucidar, hooja, phutra, mahar, sagoth, arena, slaves]								
329	-0.0008154231	[lingard, travers, alcacer, jorgenson, hassim, jaffir, belarab, immada, tengga, brig]								
170	-0.0008221608	[powell, captain, mate, poop, _ferndale_, ship, smith, captain wife, deck, skylight]								
234	-0.000827757	[_cumbria_, texas, funnel paint, worth, launch, funnel, winch, canarios, oil, deck]								
136	-0.000827757	[giles, toppie, vervier, madame vervier, maman, andré, madame, de maubert, monsieur de maubert, maubert]								
339	-0.0008389493	[rawson, smithy, loah, gor, flame, mole men, culver, red, rock, mole]								
223	-0.0008389493	[caliphronas, justinian, crispin, melnos, greek, roylands, andros, alcibiades, demarch, count]								
58	-0.0008402023	[leycester, etheridge, lord leycester, adelstone, penfold, everard, naniescu, uncle, smile, eyes]								
476	-0.0008568792	[huyck, scientific, science, professor, gouldesbrough, lord malvin, malvin, discovery, robold, dr]								
293	-0.0008580208	[bishop, prioress, knight, worcester, nun, seraphine, nunnery, father gervaise, gervaise, thee]								
159	-0.0008680715	[erlend, lavrans, aashild, ragnfrid, ulvhild, arne, twas, eline, folk, jörundgaard]								
151	-0.0008804053	[greenfield, worth, basin, holmes, company, engineer, kingston, surveyor, desert, seer]								
247	-0.0008915976	[durrance, feversham, ethne, sutch, adair, willoughby, captain willoughby, lieutenant sutch, trench, halfa]								
102	-0.0008984469	[violin, diotti, music, violinist, play, piano, anstruther, string, fiddle, sanders]								
263	-0.0009151237	[cynthy, humphreys, maurus, naniescu, cluj, hódmezö, mother, wehle, dutchman, ujlak]								
345	-0.0009207199	[carew, thou, master player, thee, player, attwood, master, master carew, shakspere, thy]								
137	-0.0009218614	[gavegan, brainard, ellison, barlow, duchess, carlisle, hunt, langly, hannigan, sartwell]								
238	-0.000926316	[nah, ee lah, nah ee, nah ee lah, lah, laythe, ko tah, ee, kalkars, tah]								
189	-0.0009274576	[bees, rolla, cunora, dulnop, corrus, emmon, hives, hive, wax, sting]								
287	-0.0009319122	[kutúzov, moscow, army, russian, borodinó, french, battle, russians, smolénsk, russian army]								
69	-0.0009365899	[germany, war, england, germans, nations, country, nation, falbe, government, world]								
113	-0.0009386498	[egremont, berwick, dicky, orlamunde, st germains, germains, lukens, de beaumanoir, madame de beaumanoir, beaumanoir]								
148	-0.000944246	[calvert, azay, st aulaire, aulaire, madame de, lafayette, monsieur, de st, monsieur de, beaufort]								
407	-0.0009509837	[socialism, government, voters, war, socialists, revolution, powart, american, state, people]								
446	-0.0009565798	[fish, levels, florent, meal, dishes, dish, gavard, ham, faunce, turkey]								
133	-0.0009610344	[cabot, ant, cupia, cupian, poblath, formians, cupians, toron, kuana, doggo]								
307	-0.0009756513	[_q, _a, banfi, woman, quest, door, halliwell, saw, voice, apafi]								
119	-0.0009789644	[jinnie, lafe, grandoken, cobbler, morse, maudlin, fiddle, merriweather, happy, jinnie grandoken]								
146	-0.0009845605	[spaniards, cacama, aztecs, montezuma, malinche, mexicans, bathalda, cuitcatl, tezcuco, mexico]								
175	-0.0009857021	[mellis, valliant, swartz, de lisle, lisle, fulk, fulk de lisle, fulk de, falconer, woodmere]								
116	-0.0010024905	[newman, bellegarde, de bellegarde, madame de, cintré, de cintré, madame de cintré, madame de bellegarde, madame, de]								
474	-0.0010080866	[richmond, sidenote, egremont, lukens, fanks, sands, blaney, fotheringay, readin, concerto]								
209	-0.0010092282	[blessington, answers, says, sanson, lembken, craven, asks, rateau, lazaroff, kennard]								
164	-0.0010148243	[neuburg, gatineau, heloise, siwash, gunning, seadon, méduse, squire, reys, cobalt]								
193	-0.0010192789	[ewen, ardroy, lochiel, windham, lachlan, captain windham, loch, guthrie, angus, loudoun]								
256	-0.0010260166	[nap, carfax, capper, zu, baronmead, penruddocke, seraph, isn, waring, master]								
202	-0.0010383504	[chauvelin, blakeney, pimpernel, citizen, boulogne, sir blakeney, sir, citizen chauvelin, hebert, demmed]								
543	-0.001042805	[bourgeois, gardeur, dantin, romara, repaire, du repaire, beaufoy, colossus, de, burgomaster]								
346	-0.0010484012	[hermann, falbe, ashbridge, music, mother, baireuth, piano, germany, singer, munich]								
442	-0.0010495427	[thou, thee, thy, tsamanni, ayoub, hath, shalt, tisio, asad, allah]								
70	-0.0010562804	[eustace, biddy, sir eustace, bathurst, stumpy, de vigne, vigne, ye, dance, studley]								
360	-0.0010618766	[bride, wedding, bridegroom, bridal, church, ceremony, bride bridegroom, marriage, married, guests]								
154	-0.0010618766	[denton, jennings, fairbanks, watkins, forbes, store, girls, girl, mag, manse]								
334	-0.0010719273	[mahommed, emir, mirza, sultan, constantinople, thou, corti, lord, allah, lord mahommed]								
243	-0.0010775234	[rostóv, denísov, borís, emperor, berg, dólokhov, hussars, telyánin, regiment, horse]								
134	-0.0010798065	[birkin, hermione, antan, loerke, really, snow, tab, pure, isn, wanted]								
138	-0.0010898573	[alixe, gerault, courtoise, crépuscule, thou, madame, st nazaire, nazaire, castle, flammecœur]								
143	-0.0010909988	[krafft, dove, schwarz, schilsky, furst, heinz, piano, landale, frau, guest]								
240	-0.0011044742	[sword, blow, feet, lantern, siebold, altho, grip, lay, hanlon, stood]								
160	-0.0011077872	[pope, magnet, trafford, daffy, plessington, aunt plessington, wintersloan, rom, poole, buryhamstreet]								
92	-0.0011077872	[rajah, scindia, holkar, bajee, abdool, peishwa, rao, poona, bombay, sufder]								
96	-0.0011156665	[waveney, ingram, everard, moritz, monsieur blackie, thorold, chaytor, blackie, dear, returned waveney]								
473	-0.0011245757	[sky, earth, crystals, flame, space, snow, crater, professor, light, cone]								
74	-0.0011280003	[willoughby, laetitia, sir willoughby, middleton, crossjay, de craye, craye, dr middleton, mountstuart, whitford]								
208	-0.0011592941	[alwin, olaf, sigurd, egil, jarl, thrall, kark, valbrand, wrestler, songsmith]								
85	-0.0011783656	[houghton, jacky, newbolt, bingo, medfield, mercer, green hill, didn, tolly, child]								
59	-0.0011919525	[yusuf, squire, josina, ovington, ulysse, thursa, ste, duncombe, sheyk, mabane]								
75	-0.0012018917	[corona, san giacinto, giacinto, gouache, saracinesca, montevarchi, san, ilario, sant ilario, sant]								
149	-0.001213084	[thorgils, howel, gerent, erpwald, morfed, thane, welsh, saxon, elfrida, danes]								
90	-0.0012410647	[angélique, amélie, gardeur, bigot, intendant, corriveau, la corriveau, philibert, pean, de pean]								
43	-0.0012413993	[sir, captain, fool, ye, friend, word, gentleman, master, take, raffles]								
94	-0.0012589947	[piers, tudor, lorimer, crowther, denys, sir piers, evesham, sir, guyes, piers eyes]								
250	-0.0012813792	[hur, simonides, ilderim, arrius, sheik, malluch, thou, jerusalem, balthasar, nazarene]								
77	-0.0012948546	[eustacia, wildeve, thomasin, yeobright, clym, venn, reddleman, blooms end, vye, egdon]								
251	-0.0013239768	[cave, ab, mammoth, beast, rhinoceros, bearwarden, ayrault, tree, bear, tiger]								
221	-0.0013284315	[aliette, brunton, cavendish, wilberforce, alie, de moulny, moulny, mother, wife, legal]								
40	-0.0013810798	[croft, naia, zitu, jadgor, aphur, robur, tamarizia, helmor, lakkon, himyra]								
347	-0.0013978683	[lava, volcano, eruption, crater, harding, colonists, island, mountain, spilett, volcanic]								
106	-0.0014213944	[belshazzar, avil, babylon, atossa, marduk, bel, persian, imbi, jehovah, nabu]								
101	-0.0014269905	[nehushta, benoni, essenes, jews, domitian, romans, gallus, ithiel, saturius, jerusalem]								
181	-0.0014427489	[sword, blade, swords, weapon, evander, steel, fencing, swordsman, hilt, weapons]								
214	-0.001523378	[sergeant, bracy, soldier, colonel, soldiers, captain, officer, regiment, stich, rebel]								
336	-0.0015502172	[sword, blade, weapon, tipton, thrust, boucicault, amesa, issus, fought, attack]								
82	-0.0015614095	[aldous, raeburn, hallin, wharton, hurd, mellor, aldous raeburn, winterbourne, westall, mother]								
60	-0.0016319878	[tzin, cortes, hualpa, quetzal, montezuma, mualox, io, gods, guatamozin, palace]								
105	-0.0016543724	[repeller, crab, fleet, ships, crabs, vessels, syndicate, british, _ithuriel_, adamant]								
128	-0.0016599685	[barbicane, projectile, ardan, nicholl, barbican, velocity, lunar, maston, disc, gun club]								
295	-0.0016599685	[archers, men arms, arrows, knights, bowmen, bow, knight, arrow, aylward, arms]								
64	-0.0016611101	[hath, cyprus, fra, thou, piero, republic, giustiniani, senate, thee, paolo]								
67	-0.0016834947	[polaris, minos, oleric, sardanes, kalin, ruthar, zenas, bel ar, bel, snows]								
68	-0.0017014246	[levin, vronsky, arkadyevitch, stepan arkadyevitch, stepan, ivanovitch, sergey, sergey ivanovitch, sviazhsky, alexey]								
91	-0.0018649659	[pomp, yez, shure, av, celt, yo, sor, inventor, ther, begorra]								
97	-0.0019691211	[pe, florimel, ye, laird, wad, gien, dinna, lord, catanach, wi]								
156	-0.0019803134	[lunar, ardan, barbicane, nicholl, projectile, earth, barbican, disc, surface, satellite]								
230	-0.0019803134	[ice, pole, polar, dipsey, arctic, sea, antarctic, polar sea, clewe, south]								
65	-0.0020128602	[wastewater, aunt, fleming, thryng, mother, frale, hoke, hedda, baby, hoyle]								
81	-0.0020676801	[helium, tar, jeddak, manator, sanoma, tul axtar, axtar, tul, gahan, tavia]								
45	-0.0021372285	[densher, stringham, lowder, olwen, aunt, croy, manford, hadn, really, theale]								
18	-0.0021910184	[saltash, krill, capper, larpent, lord saltash, wright, bolton, sheppard, eyes, hurd]								
121	-0.002252576	[stone, walls, priests, marble, gold, city, ancient, palace, wall, pillars]								
158	-0.0022682228	[soul, life, human, world, universe, body, earth, death, theory, science]								
23	-0.002310932	[czar, russian, russia, semyonov, pavel, moscow, andreievitch, bohun, markovitch, petrovitch]								
25	-0.0023366297	[hilbery, denham, knutty, garribardine, mcnally, strobridge, selincourt, milvain, bush, tante]								
51	-0.002446381	[dashwood, winsome, darnley, peden, mayfield, sir dashwood, jock, kissock, dower, father]								
33	-0.0025046255	[osmond, touchett, warburton, lord warburton, rosier, madame, goodwood, stackpole, countess, gardencourt]								
115	-0.0025571623	[south, johnston, president, southern, army, richmond, confederacy, states, union, confederate]								
29	-0.0025762338	[vittoria, ammiani, barto, pericles, wilfrid, countess, merthyr, rizzo, barto rizzo, signorina]								
41	-0.0025806884	[nemo, nautilus, captain nemo, conseil, _nautilus_, captain, canadian, sea, meters, ocean]								
49	-0.0026568629	[natásha, sónya, countess, moscow, vasíli, borís, anatole, márya, rostóvs, dmítrievna]								
36	-0.0026670252	[haddon, sir, rutland, haddon hall, girl, crawford, peyton, leicester, aunt, father]								
84	-0.0027318958	[army, grey, corps, artillery, division, general, blue, cavalry, brigade, troops]								
62	-0.002753362	[life, world, self, mind, sense, power, knew, success, years, felt]								
50	-0.002931297	[kallikrates, egypt, pharaoh, noot, tenes, gods, goddess, ochus, amenartas, sidon]								
48	-0.0030074715	[de witt, witt, highness, mynheer, de, pensionary, grand pensionary, fagel, florent, bentinck]								
72	-0.0030489276	[balloon, albatross, robur, machine, uncle prudent, prudent, air, flying, aeronaut, wings]								
16	-0.0030804445	[señor, doña, gonsalvo, fray, brother, seville, god, alvarez, thou, losada]								
53	-0.0035181967	[seaton, duquesne, space, fenachrone, screens, vessel, beam, ship, planet, screen]								
55	-0.0037131433	[desert, arab, camels, rrisa, domini, sand, camel, arabs, allah, master]								
21	-0.0037858932	[kinnison, lensman, patrol, worsel, planet, boskonian, lensmen, lens, space, base]								
38	-0.0045083534	[mars, martian, martians, planet, earth, disintegrators, electrical, ships, asteroid, electrical ships]								
32	-0.0045218288	[troops, army, cavalry, vere, french, infantry, spaniards, siege, garrison, british]								
35	-0.0048490228	[duke, highness, jester, majesty, fool, countess, castle, free baron, eyes, face]								
52	-0.0052790074	[regiment, enemy, bracy, men, soldiers, guns, gedge, troops, rifles, officers]								
17	-0.0057360543	[indians, indian, iroquois, fort, chiefs, ohio, governor, timmendiquas, river, ne]								
44	-0.0058188549	[comet, earth, planet, jupiter, orbit, saturn, stars, planets, 000, space]								
7	-0.0065053176	[ye, ter, dat, fer, ain, wi, says, de, th, git]								
31	-0.0068449831	[church, religion, god, priest, christ, monsignor, people, holy, lord, bishop]								
10	-0.0072861339	[hair, dress, beauty, eyes, white, woman, beautiful, face, hat, black]								
11	-0.0080400255	[cæsar, vinicius, beric, rome, lygia, petronius, nero, thou, romans, thee]								
6	-0.0085989445	[pan, zagloba, kmita, volodyovski, hetman, swedes, hmelnitski, commonwealth, skshetuski, basia]								
19	-0.0100518558	[trees, valley, snow, hills, green, grass, sky, tree, mountain, water]								
1	-0.0105956596	[de, monsieur, madame, la, mademoiselle, chevalier, comte, vicomte, mme, st]								
4	-0.0125503869	[want, woman, mean, eyes, dear, loved, heart, life, won, understand]								
5	-0.013364806	[horse, horses, saddle, road, ride, mare, rode, rider, riding, animal]								
8	-0.0152167688	[cromwell, lord, sir, nance, oswald, england, knight, duke, castle, army]								
2	-0.0236097715	[heart, life, woman, felt, knew, eyes, world, face, loved, girl]								
0	-0.0242655242	[boat, ship, captain, sea, deck, water, island, vessel, pencroft, shore]								
