topic_no	topic_zeta	topic_words	interpretable?_BC	category_BC	interpretable?_JR	category_JR	interpretable?_LV	category_LV	interpretable?_phi4	category_phi4
385	-0.0006465264	[rawlins, pauling, submarine, henderson, boys, sub, radio, smernoff, diver, declared rawlins]								
306	-0.0006465264	[lucian, vrain, ferruci, denzil, wrent, berwin, link, jorce, jersey street, clyne]								
343	-0.0006465264	[stangerson, rouletabille, darzac, larsan, mademoiselle stangerson, monsieur darzac, monsieur, monsieur stangerson, mademoiselle, yellow room]								
253	-0.0006644341	[nat, prentiss, cooper, revere, pennington, nat brewster, gage, abdallah, brewster, boston]								
416	-0.0006720874	[maunders, hest, towton, corsoon, dimsdale, diabella, colonel, bedge, spider, colonel towton]								
354	-0.000675914	[gubb, philo gubb, philo, deteckative, getz, medderbrook, detective gubb, detective, syrilla, gribble]								
486	-0.000675914	[dolphin, stanhope, pomp, captain uriah, uriah, whale, boat, inventor, submarine boat, submarine]								
560	-0.0006899951	[slept, tablets, eat tablets, diskos, gorge, eat, sleep, hours, slumber, wound thy]								
437	-0.0006938217	[constantine, castriot, morsinia, kabilovitsch, amesa, turks, albanian, scanderbeg, albania, turkish]								
293	-0.0006964231	[bishop, prioress, knight, worcester, nun, seraphine, nunnery, father gervaise, gervaise, thee]								
323	-0.0006976483	[landis, ogden, barclay, mount, patterson, stimson, mclane, japanese, norcross, takasaki]								
355	-0.0006976483	[aymar, laurent, la rocheterie, rocheterie, de fresne, fresne, de la rocheterie, de, de la, la]								
178	-0.0006976483	[siméon, essarès, ya bon, ya, bon, belval, masseron, old siméon, essarès bey, captain belval]								
440	-0.0007014749	[pesaro, cesare, cesena, lazzaro, biancomonte, messer, borgia, orsini, orca, cesare borgia]								
614	-0.0007014749	[spaniards, spain, spanish, french, juntas, talavera, troops, musa, soult, holland]								
255	-0.0007014749	[callias, athens, athenian, hippocles, xenophon, socrates, spartans, alcibiades, spartan, sparta]								
578	-0.0007014749	[acid, iron, sulphuric, sulphate, coal, engineer, harding, glycerine, sulphuric acid, azotic]								
235	-0.0007270359	[muller, commissioner, graumann, thorne, amster, langen, detective, siders, bernauer, police]								
351	-0.0007270359	[schuyler, carleton, fessenden, dupuy, schuyler carleton, maddy, benson, coroner, fairbanks, sisters]								
241	-0.0007308625	[devlin, skippy, lemon, frost, dowsett, kid, hah, conne, ain, yeah]								
180	-0.0007334638	[dyke, hillmer, mensmore, corbett, sir dyke, barrister, sir, mansions, detective, putney]								
470	-0.0007346891	[jellicoe, bellingham, testator, hurst, disappearance, remains, thorndyke, scarab, evidence, alive]								
277	-0.0007346891	[birchill, holymead, rolfe, crewe, fewbanks, riversbrook, sir fewbanks, hill, chippenfield, inspector chippenfield]								
414	-0.0007525968	[parris, stevens, witch, witches, salem, goody, witchcraft, goody nurse, louder, nurse]								
219	-0.0007564234	[hilliston, tait, larcher, bezel, paynton, jeringham, linton, horriston, captain larcher, bantry]								
422	-0.0007564234	[containing, tricks, illustrated, containing full, book, fully illustrated, full directions, little book, full instructions, complete]								
408	-0.0007564234	[wolfenden, sabin, harcutt, deringham, blatherwick, lord wolfenden, ashbridge, densham, helène, watson]								
258	-0.0007640766	[glanedale, sir lyster, alf pond, lyster, doulton, inspector, tims, alf, burns, pond]								
353	-0.0007640766	[garvington, greeby, lambert, pine, chaldea, silver, lord garvington, gypsy, jarwin, manor]								
294	-0.0007640766	[laurent, aymar, perrelet, oiseleur, rocheterie, la rocheterie, de courtomer, courtomer, de la rocheterie, arbelles]								
64	-0.0007654527	[hath, cyprus, fra, thou, piero, republic, giustiniani, senate, thee, paolo]								
496	-0.0007743312	[rope, haverly, end rope, chenobi, edge, ledge, end, weight, feet, bludsoe]								
150	-0.0007743312	[maid, alway, mine, truly, lookt, mine arms, verity, kist, surely, afterward]								
308	-0.000785811	[brigham, brother brigham, zion, mormon, saints, salt lake, gentile, lord, prophet, salt lake city]								
227	-0.000811372	[branwin, shawe, toat, badoura, madame, mellop, pink shop, shop, sanby, vail]								
183	-0.0008190252	[rouletabille, koupriane, matrena, annouchka, gounsovski, trebassof, feodor, monsieur, matrena petrovna, nikolaievitch]								
176	-0.0008216265	[herrick, carr, marsh, frisco, frith, colonel carr, saxham, endicotte, dr, marsh carr]								
317	-0.0008228518	[mahars, sagoths, ghak, pellucidar, hooja, phutra, mahar, sagoth, arena, slaves]								
300	-0.0008228518	[granger, spurling, strangeways, keewatin, beorn, eyelids, forbidden river, huskies, river, père]								
207	-0.0008228518	[harkness, schwartzmann, kreiss, walt, bullard, pilot, towahg, ship, spud, ape]								
425	-0.0008407595	[slade, beecher, mckenna, kildair, gunther, trendon, majendie, barnett, appleyard, ring]								
218	-0.0008445861	[duvall, stapleton, hartmann, lefevre, dufrenne, monsieur lefevre, lanahan, seltz, monsieur, snuff box]								
287	-0.0008484127	[kutúzov, moscow, army, russian, borodinó, french, battle, russians, smolénsk, russian army]								
113	-0.0008624939	[egremont, berwick, dicky, orlamunde, st germains, germains, lukens, de beaumanoir, madame de beaumanoir, beaumanoir]								
237	-0.00086387	[chauffeur, car, driver, train, cab, motor, road, station, taxi, street]								
142	-0.0008663205	[veranilda, marcian, petronilla, totila, venantius, rome, heliodora, gothic, bessas, decius]								
240	-0.0008676966	[sword, blow, feet, lantern, siebold, altho, grip, lay, hanlon, stood]								
211	-0.0008715232	[gold, metal, paper money, treasure, saxe, metals, gold silver, oxygen, silver, herzog]								
144	-0.0008778003	[theria, nikander, dryas, eëtíon, baltè, delphi, apollo, pythia, melantho, oracle]								
326	-0.0008816269	[monella, peterssen, dr peterssen, seaton, braham, templemore, paget, carenna, madame lambert, matava]								
168	-0.000883003	[vaughan, flixton, brereton, sir, wetherell, vermuyden, cooke, bristol, chippinge, sibson]								
90	-0.0008880549	[angélique, amélie, gardeur, bigot, intendant, corriveau, la corriveau, philibert, pean, de pean]								
179	-0.0008918815	[brinn, menendez, camber, abingdon, colonel menendez, knox, mcmurdoch, doctor mcmurdoch, wessex, cray folly]								
250	-0.0009250956	[hur, simonides, ilderim, arrius, sheik, malluch, thou, jerusalem, balthasar, nazarene]								
238	-0.0009365754	[nah, ee lah, nah ee, nah ee lah, lah, laythe, ko tah, ee, kalkars, tah]								
201	-0.0009532579	[leavenworth, gryce, clavering, aggie, harwell, trueman, cousin, crime, ethelwynn, belden]								
473	-0.0009544832	[sky, earth, crystals, flame, space, snow, crater, professor, light, cone]								
267	-0.0009544832	[hewitt, plummer, crellan, mayes, geldard, seton, case, office, cameo, ritter]								
149	-0.0009609111	[thorgils, howel, gerent, erpwald, morfed, thane, welsh, saxon, elfrida, danes]								
352	-0.0009621364	[gryce, sweetwater, butterworth, adams, detective, lucetta, burnam, gillespie, haney, look]								
133	-0.0009697896	[cabot, ant, cupia, cupian, poblath, formians, cupians, toron, kuana, doggo]								
208	-0.0009876973	[alwin, olaf, sigurd, egil, jarl, thrall, kark, valbrand, wrestler, songsmith]								
147	-0.0009953505	[visconti, scala, mastino, giannotto, graziosa, carrara, ligozzi, tomaso, este, isotta]								
146	-0.0009953505	[spaniards, cacama, aztecs, montezuma, malinche, mexicans, bathalda, cuitcatl, tezcuco, mexico]								
95	-0.0010132583	[verbeck, muggs, black, chief, landers, kowen, sheriff, headquarters, roadster, crook]								
88	-0.0010132583	[phantom, pinto, culligore, shei, gray phantom, gage, hardwick, bimble, granger, fairspeckle]								
92	-0.0010349927	[rajah, scindia, holkar, bajee, abdool, peishwa, rao, poona, bombay, sufder]								
107	-0.0010541257	[hanlon, yandor, amir, roches, ruler, admiral, irad, panek, auldin, mind]								
67	-0.001056727	[polaris, minos, oleric, sardanes, kalin, ruthar, zenas, bel ar, bel, snows]								
334	-0.0010835132	[mahommed, emir, mirza, sultan, constantinople, thou, corti, lord, allah, lord mahommed]								
243	-0.0010873398	[rostóv, denísov, borís, emperor, berg, dólokhov, hussars, telyánin, regiment, horse]								
196	-0.0010925425	[wu, chinaman, chinese, tarling, theydon, yeh, chuh, tab, wong, forbes]								
100	-0.001101421	[wogan, gaydon, oxford, misset, toole, ladyship, parson, scrope, innspruck, whittington]								
537	-0.0011167274	[detective, barnes, bradys, criminal, brisson, shorty, detectives, tulmin, crime, police]								
347	-0.0011346352	[lava, volcano, eruption, crater, harding, colonists, island, mountain, spilett, volcanic]								
56	-0.0011386126	[briarfield, bellin, cask, strent, fen inn, sabin, middlemore, fen, marshminster, inn]								
106	-0.0011601961	[belshazzar, avil, babylon, atossa, marduk, bel, persian, imbi, jehovah, nabu]								
101	-0.0011640227	[nehushta, benoni, essenes, jews, domitian, romans, gallus, ithiel, saturius, jerusalem]								
190	-0.0011755025	[ostrog, council, council house, asano, shouting, sleeper, tramp tramp, tramp, tramp tramp tramp, perceived]								
158	-0.0012050409	[soul, life, human, world, universe, body, earth, death, theory, science]								
40	-0.0012151446	[croft, naia, zitu, jadgor, aphur, robur, tamarizia, helmor, lakkon, himyra]								
295	-0.0012151446	[archers, men arms, arrows, knights, bowmen, bow, knight, arrow, aylward, arms]								
49	-0.0012165208	[natásha, sónya, countess, moscow, vasíli, borís, anatole, márya, rostóvs, dmítrievna]								
254	-0.0012189712	[warden, cipher, cryptogram, thinking machine, cell, letters, keyword, alphabet, machine, cell 13]								
83	-0.0012483588	[wendover, armadale, inspector, stenness, sir, chief constable, fleetwood, constable, shandon, ardsley]								
118	-0.0012662666	[carrington, mallien, hendle, beatson, tollart, cromarty, barrister, bisset, rattar, barship]								
450	-0.0013147871	[coglin, evidence, constable, murder, crime, police, burfoot, inspector, prisoner, calton]								
22	-0.0013629876	[hair, face, beard, eyes, black, wore, nose, brown, figure, moustache]								
47	-0.001368963	[house, room, windows, furniture, old, hall, rooms, walls, place, wall]								
132	-0.0014210084	[revolver, pistol, weapon, bullet, rand, gun, fired, cartridges, shot, loaded]								
202	-0.0014285108	[chauvelin, blakeney, pimpernel, citizen, boulogne, sir blakeney, sir, citizen chauvelin, hebert, demmed]								
131	-0.001475957	[london, street, streets, road, houses, city, carriage, passed, world, windows]								
251	-0.0015345812	[cave, ab, mammoth, beast, rhinoceros, bearwarden, ayrault, tree, bear, tiger]								
103	-0.0015677954	[furneaux, osborne, fenley, hylda, clarke, prout, hylda prout, marsh, de bercy, farrow]								
27	-0.0016063631	[rover, boys, biplane, crabtree, rover boys, pelter, rovers, _dartaway_, machine, sobber]								
127	-0.0016227439	[markham, benson, pfyfe, cleaver, leacock, skeel, greene, district attorney, mannix, sergeant]								
84	-0.0016547328	[army, grey, corps, artillery, division, general, blue, cavalry, brigade, troops]								
78	-0.0016738659	[pant, russian, igloo, hanada, fire, cio, jap, jap girl, firebug, reindeer]								
128	-0.0016750911	[barbicane, projectile, ardan, nicholl, barbican, velocity, lunar, maston, disc, gun club]								
99	-0.0016842713	[face, ducie, hand, eyes, arm, master, fool, word, turned, rage]								
314	-0.0017044787	[thorndyke, polton, footprints, microscope, prints, thumb, inspector, deceased, shoes, glass]								
28	-0.0017064582	[door, head, light, face, voice, room, feet, turned, open, hand]								
124	-0.0017072309	[room, sir, kenly, vincott, little, eyes, door, looked, face, old]								
105	-0.0017632538	[repeller, crab, fleet, ships, crabs, vessels, syndicate, british, _ithuriel_, adamant]								
91	-0.0017990693	[pomp, yez, shure, av, celt, yo, sor, inventor, ther, begorra]								
230	-0.0018143757	[ice, pole, polar, dipsey, arctic, sea, antarctic, polar sea, clewe, south]								
213	-0.0018399367	[berlyn, french, pyke, domlio, crate, sergeant, police, colonel domlio, monsieur, daw]								
181	-0.0018566192	[sword, blade, swords, weapon, evander, steel, fencing, swordsman, hilt, weapons]								
288	-0.0018769774	[wireless, wires, wire, radio, current, apparatus, kennedy, telephone, message, receiver]								
81	-0.0019025384	[helium, tar, jeddak, manator, sanoma, tul axtar, axtar, tul, gahan, tavia]								
157	-0.0019039145	[inspector, constable, policeman, sir, trasmere, sergeant, police, cosgrove, goldberry, carver]								
156	-0.001906365	[lunar, ardan, barbicane, nicholl, projectile, earth, barbican, disc, surface, satellite]								
60	-0.001931926	[tzin, cortes, hualpa, quetzal, montezuma, mualox, io, gods, guatamozin, palace]								
24	-0.0019512098	[gray seal, seal, bat, gray, carruthers, tocsin, underworld, markel, magpie, flashlight]								
282	-0.0019830479	[key, keys, lock, locked, door, hewitt, morriston, door locked, room, window]								
39	-0.0020666113	[wine, drink, bottle, glass, whisky, table, liquor, drinking, drunk, cupples]								
41	-0.0021478935	[nemo, nautilus, captain nemo, conseil, _nautilus_, captain, canadian, sea, meters, ocean]								
93	-0.0021697787	[door, sound, hall, light, room, window, floor, stairs, open, wall]								
140	-0.0022310043	[letter, letters, paper, ink, written, handwriting, envelope, writing, sheet, read]								
29	-0.0022463107	[vittoria, ammiani, barto, pericles, wilfrid, countess, merthyr, rizzo, barto rizzo, signorina]								
109	-0.0022603919	[hurst, testator, thorndyke, executor, property, document, estate, jellicoe, clause, blackmore]								
16	-0.002276	[señor, doña, gonsalvo, fray, brother, seville, god, alvarez, thou, losada]								
69	-0.0023167165	[germany, war, england, germans, nations, country, nation, falbe, government, world]								
52	-0.0025838059	[regiment, enemy, bracy, men, soldiers, guns, gedge, troops, rifles, officers]								
152	-0.0026615632	[window, elk, door, room, windows, floor, locked, lock, key, house]								
48	-0.0026832976	[de witt, witt, highness, mynheer, de, pensionary, grand pensionary, fagel, florent, bentinck]								
121	-0.0027676336	[stone, walls, priests, marble, gold, city, ancient, palace, wall, pillars]								
34	-0.0029528375	[juve, fandor, fantômas, dollon, havard, vagualame, monsieur, journalist, vinson, bobinette]								
57	-0.0030105382	[jury, prisoner, judge, court, counsel, evidence, guilty, verdict, trial, case]								
32	-0.0031995686	[troops, army, cavalry, vere, french, infantry, spaniards, siege, garrison, british]								
23	-0.00351778	[czar, russian, russia, semyonov, pavel, moscow, andreievitch, bohun, markovitch, petrovitch]								
117	-0.0036364046	[poison, morphine, arsenic, dose, administered, poisoning, drug, kennedy, pills, coroner]								
53	-0.0036440578	[seaton, duquesne, space, fenachrone, screens, vessel, beam, ship, planet, screen]								
21	-0.0037283939	[kinnison, lensman, patrol, worsel, planet, boskonian, lensmen, lens, space, base]								
72	-0.0037424751	[balloon, albatross, robur, machine, uncle prudent, prudent, air, flying, aeronaut, wings]								
38	-0.0044592564	[mars, martian, martians, planet, earth, disintegrators, electrical, ships, asteroid, electrical ships]								
44	-0.004585836	[comet, earth, planet, jupiter, orbit, saturn, stars, planets, 000, space]								
15	-0.0053231264	[kennedy, shattuck, honora, laboratory, lathrop, clutching hand, case, jameson, dr, doctor]								
17	-0.0054585844	[indians, indian, iroquois, fort, chiefs, ohio, governor, timmendiquas, river, ne]								
26	-0.0055967946	[door, room, light, window, sound, bed, darkness, candle, dream, heard]								
46	-0.0060552141	[coroner, deceased, jury, witness, evidence, body, verdict, murder, suicide, inquest]								
1	-0.0063381766	[de, monsieur, madame, la, mademoiselle, chevalier, comte, vicomte, mme, st]								
13	-0.0070563708	[diamonds, jewels, necklace, pearls, stones, ring, gems, gem, stone, thief]								
6	-0.0072218382	[pan, zagloba, kmita, volodyovski, hetman, swedes, hmelnitski, commonwealth, skshetuski, basia]								
11	-0.0073035729	[cæsar, vinicius, beric, rome, lygia, petronius, nero, thou, romans, thee]								
8	-0.0081619201	[cromwell, lord, sir, nance, oswald, england, knight, duke, castle, army]								
9	-0.0085839207	[holmes, watson, sherlock, sherlock holmes, lestrade, case, baker street, sir, friend, raffles]								
0	-0.0096001777	[boat, ship, captain, sea, deck, water, island, vessel, pencroft, shore]								
