topic_no	topic_zeta	topic_words	interpretable?_BC	category_BC	interpretable?_JR	category_JR	interpretable?_LV	category_LV	interpretable?_phi4	category_phi4
88	-0.0007868758	[phantom, pinto, culligore, shei, gray phantom, gage, hardwick, bimble, granger, fairspeckle]							na	
138	-0.0007868758	[alixe, gerault, courtoise, crépuscule, thou, madame, st nazaire, nazaire, castle, flammecœur]							na	
171	-0.0007868758	[cattle, herd, range, ranch, trail, beaver, beeves, herds, foreman, sargent]							na	
164	-0.0007928806	[neuburg, gatineau, heloise, siwash, gunning, seadon, méduse, squire, reys, cobalt]							na	
137	-0.0007928806	[gavegan, brainard, ellison, barlow, duchess, carlisle, hunt, langly, hannigan, sartwell]							na	
342	-0.000798347	[colburne, ravenel, colonel, orleans, captain colburne, louisiana, gazaway, whitewood, ravenels, doctor]							na	
593	-0.000798347	[guido, guardiola, de guardiola, nueva cordoba, cordoba, nueva, spanish, doña, amati, hermoine]							na	
272	-0.000798347	[lyon, broughton, fullerton, wolcott, howell, bede, cane, vanderburg, hemlock avenue, prout]							na	
332	-0.0007988854	[towne, ember, evans, molloy, jerce, baldy, formula, heritage, mcginity, things]							na	
376	-0.0008043518	[_señorita_, caballero, senor, _señora_, senorita, rocha, rojerio rocha, rojerio, señora, señora vallejo]							na	
270	-0.0008043518	[garratt, lakeman, hunstan, carringford, farley, towsey, mother, farm, darsie, chidhurst]							na	
249	-0.0008218277	[devine, saxton, allonby, trifle, dollars, dayspring, ranch, drily, canopus, quite]							na	
242	-0.0008218277	[aimée, gowan, griffith, grif, macdowlas, phemie, bloomsbury place, chandos, bilberry, vagabondia]							na	
218	-0.0008218277	[duvall, stapleton, hartmann, lefevre, dufrenne, monsieur lefevre, lanahan, seltz, monsieur, snuff box]							na	
360	-0.0008223661	[bride, wedding, bridegroom, bridal, church, ceremony, bride bridegroom, marriage, married, guests]							na	
79	-0.0008250582	[tobacco, cigar, cigarette, smoke, cigarettes, smoking, pipe, cigars, smoked, pocket]							na	
103	-0.0008283709	[furneaux, osborne, fenley, hylda, clarke, prout, hylda prout, marsh, de bercy, farrow]							na	
197	-0.0008398421	[verny, furley, travers, winthrop, ritherdon, abbeway, fenn, stenson, waring, town hall]							na	
283	-0.0008453085	[natachee, indian, edwards, sonora, lizard, mexican, pardners, cañon, outlaw, selby]							na	
396	-0.0008513133	[howe, howes, aunt, ain, melviny, webster, ee, bancroft, eggs, nothin]							na	
338	-0.0008687893	[rowlandson, rags, curlew nest, valentines, bungalow, curlew, pembroke, burbage, bunsey, farquharson]							na	
186	-0.0008747941	[panney, drane, mostyn, la fleur, fleur, bannister, cobhurst, tolbridge, denning, rawdon]							na	
260	-0.0008747941	[smith, mellicent, blaisdell, duff, pennock, fulton, blaisdells, father duff, hillerton, money]							na	
194	-0.0008747941	[huxham, durgo, vand, lister, coppersley, tunks, pence, captain huxham, inglis, ankers]							na	
145	-0.0008868037	[lallie, clonmell, ballinger, signorina, bevan, adriance, wentworth, emileen, wilder, johns]							na	
202	-0.0008868037	[chauvelin, blakeney, pimpernel, citizen, boulogne, sir blakeney, sir, citizen chauvelin, hebert, demmed]							na	
537	-0.0008922701	[detective, barnes, bradys, criminal, brisson, shorty, detectives, tulmin, crime, police]							na	
136	-0.0008922701	[giles, toppie, vervier, madame vervier, maman, andré, madame, de maubert, monsieur de maubert, maubert]							na	
358	-0.0008922701	[adèle, frink, grimshaw, lumbard, ogden, stanwood, farrandale, knebworth, drummond, car]							na	
125	-0.0008982749	[garlett, maclean, cheale, dr maclean, bower, kentworthy, thatched, thatched house, arsenic, toogood]							na	
267	-0.0008982749	[hewitt, plummer, crellan, mayes, geldard, seton, case, office, cameo, ritter]							na	
192	-0.0008982749	[melbury, fitzpiers, winterborne, charmond, hintock, giles, timber merchant, timber, merchant, sherton]							na	
153	-0.0009042797	[somerset, stancy, de stancy, havill, dare, de, castle, captain de stancy, goodman, captain de]							na	
86	-0.0009102845	[fyne, de barral, barral, fynes, little fyne, girl, marlow, de, governess, solemnity]							na	
328	-0.0009157509	[upton, mehitable, whipp, carder, whitcomb, mehit, girl, mother, keefe, returned]							na	
352	-0.0009157509	[gryce, sweetwater, butterworth, adams, detective, lucetta, burnam, gillespie, haney, look]							na	
175	-0.0009277605	[mellis, valliant, swartz, de lisle, lisle, fulk, fulk de lisle, fulk de, falconer, woodmere]							na	
198	-0.0009392317	[mather, pease, harmon, fenno, colonel, blanchard, chebasset, mill, jenks, father]							na	
290	-0.0009392317	[penhallow, rivers, aunt, mcgregor, uncle, squire, mills, grey pine, westways, grey]							na	
205	-0.0009392317	[beatrix, larpent, keene, vanderdyke, honoria, _galatea_, aunt honoria, brownie, fraser, yacht]							na	
371	-0.0009392317	[lomas, rogers, lunt, superintendent, fortune, nurse dauntsey, dauntsey, mayor, cranford, sandford]							na	
97	-0.0009457749	[pe, florimel, ye, laird, wad, gien, dinna, lord, catanach, wi]							na	
122	-0.0009512413	[sioux, valley, snow, buffalo, mountains, bright, rifle, warriors, conway, wagon]							na	
254	-0.0009512413	[warden, cipher, cryptogram, thinking machine, cell, letters, keyword, alphabet, machine, cell 13]							na	
204	-0.0009627125	[pluma, hurlhurst, tab, stanwick, pluma hurlhurst, septima, whitestone hall, whitestone, lyon, heiress]							na	
256	-0.0009687173	[nap, carfax, capper, zu, baronmead, penruddocke, seraph, isn, waring, master]							na	
78	-0.0009752605	[pant, russian, igloo, hanada, fire, cio, jap, jap girl, firebug, reindeer]							na	
132	-0.0009763373	[revolver, pistol, weapon, bullet, rand, gun, fired, cartridges, shot, loaded]							na	
154	-0.0009807269	[denton, jennings, fairbanks, watkins, forbes, store, girls, girl, mag, manse]							na	
320	-0.0009861933	[charter, linster, reifferscheid, ensign, glance, stuyvesant, cross, japha, child, aunt]							na	
134	-0.0009867317	[birkin, hermione, antan, loerke, really, snow, tab, pure, isn, wanted]							na	
123	-0.0009921981	[beppo, popeau, aunt cosy, polda, la solitude, cosy, countess, fairfield, solitude, beppo polda]							na	
200	-0.0010096741	[binhart, harding, copeland, second deputy, boat, surf boat, steamer, commissioner, kong, deputy]							na	
214	-0.0010107509	[sergeant, bracy, soldier, colonel, soldiers, captain, officer, regiment, stich, rebel]							na	
335	-0.0010156789	[franks, aylmer, _argonaut_, manuscript, story, franka, girl, write, read, keys]							na	
295	-0.0010216837	[archers, men arms, arrows, knights, bowmen, bow, knight, arrow, aylward, arms]							na	
135	-0.0010216837	[craven, sellingworth, tuyn, braybrooke, cronin, garstin, arabian, berkeley square, ackroyde, berkeley]							na	
163	-0.0010227605	[dance, dancing, danced, waltz, dancers, partner, music, dances, dancer, girls]							na	
165	-0.0010276885	[waddington, clancy, bomford, beans, pomfret, sub editor, declared, katz, cowper, wynn]							na	
116	-0.0010331549	[newman, bellegarde, de bellegarde, madame de, cintré, de cintré, madame de cintré, madame de bellegarde, madame, de]							na	
314	-0.0010451645	[thorndyke, polton, footprints, microscope, prints, thumb, inspector, deceased, shoes, glass]							na	
70	-0.0010511693	[eustace, biddy, sir eustace, bathurst, stumpy, de vigne, vigne, ye, dance, studley]							na	
113	-0.0010566357	[egremont, berwick, dicky, orlamunde, st germains, germains, lukens, de beaumanoir, madame de beaumanoir, beaumanoir]							na	
93	-0.0010768037	[door, sound, hall, light, room, window, floor, stairs, open, wall]							na	
139	-0.0010811933	[cards, game, hough, gambler, gambling, durade, glenister, bet, neale, card]							na	
176	-0.0010861213	[herrick, carr, marsh, frisco, frith, colonel carr, saxham, endicotte, dr, marsh carr]							na	
348	-0.0011035973	[swingley, texan, hoog, ballaston, endacott, milt, average jones, livius, jones, caldwell]							na	
127	-0.0011041357	[markham, benson, pfyfe, cleaver, leacock, skeel, greene, district attorney, mannix, sergeant]							na	
196	-0.0011101405	[wu, chinaman, chinese, tarling, theydon, yeh, chuh, tab, wong, forbes]							na	
195	-0.0011156069	[ste, hartley, benham, hara, captain, nilssen, coira, rue, rue du faubourg, du faubourg]							na	
73	-0.0011281549	[kells, cleve, gulden, pearce, bandit, gold, bate, camp, cabin, blicky]							na	
27	-0.0011297701	[rover, boys, biplane, crabtree, rover boys, pelter, rovers, _dartaway_, machine, sobber]							na	
293	-0.0011330828	[bishop, prioress, knight, worcester, nun, seraphine, nunnery, father gervaise, gervaise, thee]							na	
99	-0.0011412413	[face, ducie, hand, eyes, arm, master, fool, word, turned, rage]							na	
90	-0.0011505588	[angélique, amélie, gardeur, bigot, intendant, corriveau, la corriveau, philibert, pean, de pean]							na	
292	-0.0011510972	[heredith, room, dining, hall, table, dining room, guests, chairs, tea, tables]							na	
94	-0.0011565636	[piers, tudor, lorimer, crowther, denys, sir piers, evesham, sir, guyes, piers eyes]							na	
199	-0.0011625684	[wheeler, bassett, sayre, reynolds, wallie, livingstone, bed, doctor reynolds, miller, norada]							na	
65	-0.0011636453	[wastewater, aunt, fleming, thryng, mother, frale, hoke, hedda, baby, hoyle]							na	
180	-0.0011740396	[dyke, hillmer, mensmore, corbett, sir dyke, barrister, sir, mansions, detective, putney]							na	
100	-0.0011740396	[wogan, gaydon, oxford, misset, toole, ladyship, parson, scrope, innspruck, whittington]							na	
168	-0.001174578	[vaughan, flixton, brereton, sir, wetherell, vermuyden, cooke, bristol, chippinge, sibson]							na	
115	-0.0011865876	[south, johnston, president, southern, army, richmond, confederacy, states, union, confederate]							na	
450	-0.0011975204	[coglin, evidence, constable, murder, crime, police, burfoot, inspector, prisoner, calton]							na	
221	-0.0012210012	[aliette, brunton, cavendish, wilberforce, alie, de moulny, moulny, mother, wife, legal]							na	
271	-0.0012215396	[dog, wint, muldoon, puppy, dogs, raut, hound, pup, tail, sabron]							na	
259	-0.001227006	[colonel, pinto, stafford, lollie, crewe, boundary, judgment, colonel boundary, hanson, selby]							na	
85	-0.0012330108	[houghton, jacky, newbolt, bingo, medfield, mercer, green hill, didn, tolly, child]							na	
87	-0.0012335492	[ye, dermod, hooper, inspector, alsop, slim, ewen, woman, beansho, morrison]							na	
64	-0.0012390156	[hath, cyprus, fra, thou, piero, republic, giustiniani, senate, thee, paolo]							na	
68	-0.0012799724	[levin, vronsky, arkadyevitch, stepan arkadyevitch, stepan, ivanovitch, sergey, sergey ivanovitch, sviazhsky, alexey]							na	
22	-0.0013060629	[hair, face, beard, eyes, black, wore, nose, brown, figure, moustache]							na	
75	-0.001326934	[corona, san giacinto, giacinto, gouache, saracinesca, montevarchi, san, ilario, sant ilario, sant]							na	
149	-0.00134441	[thorgils, howel, gerent, erpwald, morfed, thane, welsh, saxon, elfrida, danes]							na	
124	-0.00135203	[room, sir, kenly, vincott, little, eyes, door, looked, face, old]							na	
118	-0.0013678908	[carrington, mallien, hendle, beatson, tollart, cromarty, barrister, bisset, rattar, barship]							na	
237	-0.0013684292	[chauffeur, car, driver, train, cab, motor, road, station, taxi, street]							na	
110	-0.0013973764	[ebbo, herrick, ermentrude, eberhard, ingham, euyck, friedel, adlerstein, allister, mother]							na	
188	-0.0014088476	[barn, hollister, car, mother, old barn, watson, school, hollisters, glenside, winthrop]							na	
82	-0.0014088476	[aldous, raeburn, hallin, wharton, hurd, mellor, aldous raeburn, winterbourne, westall, mother]							na	
315	-0.0014323284	[bayard, pepper, ridley, play, dalloway, glenister, beaumerville, struve, face, hamadryad]							na	
129	-0.0014558091	[treharne, judd, mother, heloise, schilsky, hosmer, daughter, dear, school, langdon]							na	
231	-0.0014738235	[askew, kaimes, berring, jimsy, canvey, pentland, husband, duke, osterhaut jowett, talk]							na	
143	-0.0014792899	[krafft, dove, schwarz, schilsky, furst, heinz, piano, landale, frau, guest]							na	
201	-0.0014852947	[leavenworth, gryce, clavering, aggie, harwell, trueman, cousin, crime, ethelwynn, belden]							na	
49	-0.0014918379	[natásha, sónya, countess, moscow, vasíli, borís, anatole, márya, rostóvs, dmítrievna]							na	
330	-0.0015087755	[father, mother, prather, money, died, madame collier, child, collier, years, wife]							na	
34	-0.0015448043	[juve, fandor, fantômas, dollon, havard, vagualame, monsieur, journalist, vinson, bobinette]							na	
268	-0.0015617419	[letter, letters, written, envelope, handwriting, paper, grizel, read, writing, write]							na	
286	-0.0015617419	[door, room, open, stairs, bed, lamp, key, light, opened, window]							na	
282	-0.0015617419	[key, keys, lock, locked, door, hewitt, morriston, door locked, room, window]							na	
23	-0.0015939195	[czar, russian, russia, semyonov, pavel, moscow, andreievitch, bohun, markovitch, petrovitch]							na	
108	-0.0016261795	[webb, pip, kimball, whiting, gerty, coe, fenn, powell, kimball webb, hanley]							na	
77	-0.0016436555	[eustacia, wildeve, thomasin, yeobright, clym, venn, reddleman, blooms end, vye, egdon]							na	
57	-0.0016523523	[jury, prisoner, judge, court, counsel, evidence, guilty, verdict, trial, case]							na	
48	-0.0016742179	[de witt, witt, highness, mynheer, de, pensionary, grand pensionary, fagel, florent, bentinck]							na	
112	-0.0016906171	[clemency, dempsi, doctor, ewing, heloise, superbus, selsbury, uncle, trenter, dog]							na	
213	-0.0016906171	[berlyn, french, pyke, domlio, crate, sergeant, police, colonel domlio, monsieur, daw]							na	
111	-0.0017026267	[hollister, penfield, mclane, armstrong, hull, coroner penfield, tristram, coroner, boucicault, compton]							na	
174	-0.0017031651	[tea, cup, coffee, table, cup tea, sugar, meyfield, pooker, eat, hot]							na	
24	-0.0017621363	[gray seal, seal, bat, gray, carruthers, tocsin, underworld, markel, magpie, flashlight]							na	
117	-0.0017856171	[poison, morphine, arsenic, dose, administered, poisoning, drug, kennedy, pills, coroner]							na	
96	-0.001790545	[waveney, ingram, everard, moritz, monsieur blackie, thorold, chaytor, blackie, dear, returned waveney]							na	
84	-0.0018025546	[army, grey, corps, artillery, division, general, blue, cavalry, brigade, troops]							na	
76	-0.0018085594	[vaux, adrea, de vaux, dmitry, ravenel, fez, cottrell, beecot, paulet, lucerne]							na	
157	-0.001820569	[inspector, constable, policeman, sir, trasmere, sergeant, police, cosgrove, goldberry, carver]							na	
169	-0.0018784634	[checco, matteo, girolamo, italy, italian, bartolomeo, sybert, filippo, orsi, colville]							na	
39	-0.0019772322	[wine, drink, bottle, glass, whisky, table, liquor, drinking, drunk, cupples]							na	
102	-0.0020144202	[violin, diotti, music, violinist, play, piano, anstruther, string, fiddle, sanders]							na	
47	-0.0020646122	[house, room, windows, furniture, old, hall, rooms, walls, place, wall]							na	
30	-0.0020859394	[levice, ainslie, kemp, alwynn, spurlock, winfield, dr kemp, hepsey, wingrave, mcclintock]							na	
140	-0.0021667761	[letter, letters, paper, ink, written, handwriting, envelope, writing, sheet, read]							na	
74	-0.0021837137	[willoughby, laetitia, sir willoughby, middleton, crossjay, de craye, craye, dr middleton, mountstuart, whitford]							na	
59	-0.0022088097	[yusuf, squire, josina, ovington, ulysse, thursa, ste, duncombe, sheyk, mabane]							na	
80	-0.0022306753	[octagon, cuthbert, mallow, caranby, maraquito, pavoya, claremanagh, pearls, jennings, orrin]							na	
35	-0.0022404489	[duke, highness, jester, majesty, fool, countess, castle, free baron, eyes, face]							na	
32	-0.0022617761	[troops, army, cavalry, vere, french, infantry, spaniards, siege, garrison, british]							na	
42	-0.0023857233	[bristo, fancy, shiner, gilder, father, colonel bristo, dickory, dicky, edmonstone, wetheral]							na	
152	-0.0024600168	[window, elk, door, room, windows, floor, locked, lock, key, house]							na	
51	-0.0024960456	[dashwood, winsome, darnley, peden, mayfield, sir dashwood, jock, kissock, dower, father]							na	
29	-0.0025184496	[vittoria, ammiani, barto, pericles, wilfrid, countess, merthyr, rizzo, barto rizzo, signorina]							na	
45	-0.0025719544	[densher, stringham, lowder, olwen, aunt, croy, manford, hadn, really, theale]							na	
12	-0.0026247561	[doctor, dr, patient, nurse, physician, medical, room, sir, door, medicine]							na	
109	-0.0026653392	[hurst, testator, thorndyke, executor, property, document, estate, jellicoe, clause, blackmore]							na	
56	-0.0027472527	[briarfield, bellin, cask, strent, fen inn, sabin, middlemore, fen, marshminster, inn]							na	
17	-0.0028733535	[indians, indian, iroquois, fort, chiefs, ohio, governor, timmendiquas, river, ne]							na	
18	-0.0029066903	[saltash, krill, capper, larpent, lord saltash, wright, bolton, sheppard, eyes, hurd]							na	
58	-0.0029176231	[leycester, etheridge, lord leycester, adelstone, penfold, everard, naniescu, uncle, smile, eyes]							na	
19	-0.0030010695	[trees, valley, snow, hills, green, grass, sky, tree, mountain, water]							na	
33	-0.0030180895	[osmond, touchett, warburton, lord warburton, rosier, madame, goodwood, stackpole, countess, gardencourt]							na	
37	-0.0030350271	[jem, sunnie, trevelyan, sybella, fergusson, dr fergusson, devereux, cure, villiers, briggerland]							na	
16	-0.0030726711	[señor, doña, gonsalvo, fray, brother, seville, god, alvarez, thou, losada]							na	
11	-0.0031147047	[cæsar, vinicius, beric, rome, lygia, petronius, nero, thou, romans, thee]							na	
71	-0.0033943206	[dunham, girl, going, dear, judge, won, eyes, isn, want, didn]							na	
54	-0.0034128734	[sir, old, gentleman, room, door, didn, butler, little, want, quite]							na	
66	-0.0037405277	[merton, colwood, marsham, london, ferrier, tallyn, beechcote, fotheringham, sir, house]							na	
25	-0.003815898	[hilbery, denham, knutty, garribardine, mcnally, strobridge, selincourt, milvain, bush, tante]							na	
61	-0.0038464604	[father, mother, child, daughter, heart, dear, life, god, loved, woman]							na	
15	-0.0039698692	[kennedy, shattuck, honora, laboratory, lathrop, clutching hand, case, jameson, dr, doctor]							na	
20	-0.0040572491	[mcgivney, guffey, watts, de voe, voe, alloi, reds, stirling, boyer, mclean]							na	
46	-0.0049904761	[coroner, deceased, jury, witness, evidence, body, verdict, murder, suicide, inquest]							na	
43	-0.0050969472	[sir, captain, fool, ye, friend, word, gentleman, master, take, raffles]							na	
9	-0.005896371	[holmes, watson, sherlock, sherlock holmes, lestrade, case, baker street, sir, friend, raffles]							na	
10	-0.0059098311	[hair, dress, beauty, eyes, white, woman, beautiful, face, hat, black]							na	
13	-0.0079539016	[diamonds, jewels, necklace, pearls, stones, ring, gems, gem, stone, thief]							na	
14	-0.0104663464	[money, pounds, dollars, cheque, bank, pay, business, notes, want, sum]							na	
8	-0.0121220115	[cromwell, lord, sir, nance, oswald, england, knight, duke, castle, army]							na	
7	-0.0122830643	[ye, ter, dat, fer, ain, wi, says, de, th, git]							na	
5	-0.0166291645	[horse, horses, saddle, road, ride, mare, rode, rider, riding, animal]							na	
2	-0.0194963486	[heart, life, woman, felt, knew, eyes, world, face, loved, girl]							na	
4	-0.01989283	[want, woman, mean, eyes, dear, loved, heart, life, won, understand]							na	
1	-0.0296544613	[de, monsieur, madame, la, mademoiselle, chevalier, comte, vicomte, mme, st]							na	
